post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments,source,num of followers
313,"Oct 20, 2023","How do you keep yourself accountable for your personal and professional goals?

Full episode at the 🔗 in bio",[],[],[],[],0,udemy,3000000.0
357,"Oct 4, 2023","Gen AI = friend, not foe

Check out this course at the 🔗 in bio!","['🙌', ""why i can't find it?"", 'Perfect opportunity for people to upskill ! Especially people who were laid off']","['14w', '14w', '14w']","['philebiner', 'kevin_tanjaya', 'hrsuitespot']","['0', '0', '0']",3,udemy,3000000.0
250,"Oct 30, 2023",🎃 It’s spooky how good the #LeadingUp podcast was in October. Link in bio to catch up!,"['Can’t wait to listen to Jennifer Barnes’ “Supporting Early Career Employees”! This topic is near and dear to me as a former “new employee” who would’ve loved more support at my first corporate job. 👏', '#udemy #podcasts #businesspodcasts #leadership']","['11w', '11w']","['education.exploration', 'udemy']","['0', '0']",2,udemy,3000000.0
178,"Dec 7, 2023","Unlock a rewarding career in real estate! Enroll in the NEW Real Estate Agent Professional Certificate from one of the top names in the industry— @kellerwilliamsrealty. You’ll learn the practical skills you need to prepare for your state’s licensing exam and participate in the first real estate Professional Certificate on Coursera!

Comment “KELLER” below, and we’ll DM you more details.

#RealEstate #RealEstateAgent #LearnWithoutLimits #KellerWilliams","['Keller', 'Open the door to new possibilities in real estate - a journey of learning, growth, and professional excellence awaits!', 'Keller', 'Keller']","['5w', '5w', '5w', '5w']","['emayatt', 'seyedshahabmehdinia', 'lynnlynn31303', 'princessa.gy']","['0', '1 like', '1 like', '1 like']",4,coursera,573000.0
206,"Dec 26, 2023","Thinking about going back to school? It has the potential to boost your career possibilities—and your income, too 💰 Here are a few things to consider as you figure out what's best for you.

Comment “BACK TO SCHOOL” below, and we’ll DM you more details.

#backtoschool #degree #newcareer #careerchange","['Embarking on educational journeys not only elevates careers but also enriches minds, paving the way for endless possibilities.', ""Do certifications, exams, trainings and earn a perfect skill. Don't waste years of going back to school, to achieve nothing. Go to technical or trade colleges where you can study, get skills and be your own boss.""]","['2w', '2w']","['seyedshahabmehdinia', 'fikunademii']","['2 likes', '1 like']",2,coursera,573000.0
141,"Nov 17, 2023","Your path to leadership in engineering starts here! Join the Master's in Engineering Management from #Uniandes. Enroll now at the link in bio! 🚀🏗️

¡Tu camino hacia el liderazgo en ingeniería comienza aquí! Inscríbete a la Maestría en Gerencia de la Ingeniería de #Uniandes ¡Da el primer paso ahora!","['A stellar opportunity to ascend in the engineering management realm – a journey towards innovative leadership!', 'module 6 here i go 🔥🔥🔥', '🔥🔥🔥🔥', '👏👏👏']","['8w', '8w', '8w', '8w']","['seyedshahabmehdinia', 'andrew_de_oliveira', 'andrew_de_oliveira', 'extrolopers']","['1 like', '1 like', '1 like', '1 like']",4,coursera,573000.0
204,"Nov 5, 2023","You can earn your degree without quitting your job. See how to start with a single online course through @CUBoulder, @illinois1867, or @_londonu on Coursera.

Comment “PBA” below, and we’ll send you a DM with more info.

#onlinelearning #degree #coursera","['Embarking on a journey of lifelong learning while seamlessly integrating education into the fabric of daily life embodies the true spirit of advancement and accessibility. Thank you Coursera!', 'PBA', 'PBA', 'PBA', 'Of course this is a win-win solution 👏', 'PBA', 'PBA', 'PBA', 'PBA', 'PBA', 'PBA', 'PBA', 'PBA', 'PBA', '👏👏']","['10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '9w', '6w', '10w', '10w', '10w', '10w', '9w']","['seyedshahabmehdinia', 'jem3rson', 'david.mukendi97', 'theecothor', 'jaybodstorage', 'ayrtomvr', 'alexbuschati', 'msumi02', 'chichi_obi39', 'vagagwo', 'ichbin_faizanali', '3xtt.05', 'mmicaaahh', 'person.common', 'espagnolaveclara']","['3 likes', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like']",15,coursera,573000.0
248,"Nov 24, 2023","Prepare for leadership positions in organizations and industries where technology plays an important role with @illinoistech's flexible, 100% online MBA program - complete it in just 1-2 years!

Comment “IT MBA” below, and we’ll DM you more info.

#MBA #OnlineLearning #BusinessSchool #OnlineDegree","['‘ITMBA’', 'IT MBA', 'IT MBA', 'IT MBA', 'IT MBA', 'IT MBA', 'IT MBA', 'IT MBA', ""Empowering future leaders with the fusion of technology and business acumen – @illinoistech's online MBA is a beacon of modern education! Thank you, @Coursera!""]","['7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '6w']","['i_m_shan___', 'eleftheriastefanidi_', 'elvis_rock17', 'rafammoreno', 'iacristian', 'shaz_4555', 'nikkhilmordia', 'mohamad_pha', 'seyedshahabmehdinia']","['1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like']",9,coursera,573000.0
186,"Nov 3, 2023",How do you prepare for a job interview? Tell us in the comments below ⬇️,"['Meticulous research, methodical practice, and a mindset anchored in confidence pave the way for interview success.', ""Present the 30-60-90 day plan of action, this helps in creating an impact that you'll add value right from the beginning. Having a well tailored resume. Preparing for the Tell me about yourself question. Research about the organisation."", ""Choose general topics for the interview , be vigilant, be conscious, understand questions then answers, to the point answers don't go in depth, eye to eye contact, provide answers with examples, try to guship ، with recruiter , don't move him to go to Interview Questions, try to answers in such a way that , recruiter will ask questions from your answers you gave, which you already know"", 'Choose general topics instead for specific,', 'DM me for free Coursera courses and Coursera assignment solutions']","['10w', '9w', '10w', '10w', '10w']","['seyedshahabmehdinia', 'hr__bites', 'umer.023', 'umer.023', 'shamik_debnath_12']","['3 likes', '1 like', '1 like', '1 like', '0']",5,coursera,573000.0
130,"Jan 6, 2024","🌍 Escucha de primera mano la experiencia de nuestros estudiantes de la Maestría en Salud Pública Global dando forma al futuro de la salud pública en el mundo con la @ucatolicaoficial.

🌍 Hear firsthand from these Master in Global Public Health students about their transformative journey, as they prepare to shape the future of public health worldwide with @ucatolicaoficial.

Comment “CHILE” below, and we’ll DM you more details.

#PublicHealth #HealthForAll #GlobalHealth #SaludPública #SaludParaTodos #SaludGlobal","[""These students' experiences in the Master in Global Public Health program exemplify the pivotal role of education in empowering future leaders to make impactful contributions to global health."", 'Amazing 🙌']","['1w', '1w']","['seyedshahabmehdinia', 'eng4careers']","['2 likes', '1 like']",2,coursera,573000.0
333,"Nov 20, 2023","Get ahead in the growing field of tech with an online Bachelor's degree in Data Science & Artificial Intelligence from @iitgwt - ranked 7th in India's top engineering institutes.

Comment “IIT” below, and we’ll DM you more info.

#TechCareer #DataScience #AI #IITGuwahati #OnlineLearning","['An empowering opportunity to delve into the dynamic realms of Data Science and AI, shaping the future of technology.', 'IIT', '“IIT”', '8w', 'IIT', 'IIT', 'IIT', 'IIT', 'IIT', 'IIT', 'IIT', 'IIT', 'IIT', 'IIT', 'IIT', 'iIT']","['7w', '7w', '7w', '88duendame', '8w', '8w', '8w', '7w', '8w', '7w', '7w', '8w', '8w', '7w', '7w', '8w']","['seyedshahabmehdinia', 'paddyarohchisom', '__motunrayomi', 'Reply', '88duendame', 'amitskedia', '__rahul_natekar', 'damien_dinero', 'itxbhutta.ai', 'abilfathalfariziq', 'an__jot', 'omarelsaraj', 'miltonguy2020', 'maxhawksworth', 'she_engineer55', 'niki.choudhary.395']","['1 like', '1 like', '1 like', 'IIT', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '2 likes', '1 like', '1 like', '1 like']",16,coursera,573000.0
689,"Dec 1, 2023","Ready to learn a lot in a little? Finish the year strong with these FREE top-rated courses you can complete in 8 hours or less! Which one (or three?) will you take?

Comment “FREE” below, and we’ll DM you more details.

#freecourses #onlinelearning #coursera #onlinecourses","['FREE', 'FREE', 'Empowering and enriching, these bite-sized courses are perfect for ending the year on a high note of learning and achievement!', 'FREE', 'FREE', 'FREE', 'Free', 'FREE', 'Free', 'FREE', 'FREE', 'Free', 'FREE', 'FREE', 'FREE']","['6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w']","['__purple_vibes_.07', 'moukhles_k', 'seyedshahabmehdinia', 'abilfathalfariziq', 'cal.gfd', 'amish_m_rao', 'adahsrahh', 'mayowa7077', 'natban12', 'remote.sailor.11', 'mehmood.ahmed.abbasi', 'sidra_sawas1', 'vivek_india_', 'viegas16', 'rogue_ninja_0_0_7']","['2 likes', '2 likes', '1 like', '2 likes', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '2 likes', '2 likes', '1 like', '2 likes', '2 likes']",15,coursera,573000.0
204,"Jan 13, 2024","Meet Ayomide who’s #LearningFrom Nigeria!

“As a Compliance and Risk Officer within my company, I knew I would need to proactively expand my expertise by engaging in diverse courses. After enrolling in
@Google's cybersecurity program, I've boosted my ability to conduct comprehensive risk assessments, adhere to CIA's triad principles, and gain a stronger command of Microsoft Excel for data presentation.

I’m committed to completing all the courses I’ve started, and I recognize that learning is a lifelong pursuit. Every day offers new discoveries, and I’m excited to continue pursuing knowledge. To my fellow Coursera learners, never stop growing, and be resilient! Learning isn't a destination but a journey. Sky’s the limit!”

—

Want your learner story to be featured? Comment “MY STORY” below and we’ll DM you more info!","['Your customer support is POOR. I reached out for an assistance a couple of times, there was no headway.', 'MY STORY', 'MY STORY', 'My story']","['2d', '2d', '1d', '2d']","['the.princessanne', 'christopherlifesaver', 'theboyxavi09', 'fatolahabeeb']","['2 likes', '0', '0', '1 like']",4,coursera,573000.0
333,"Nov 27, 2023","This isn’t your average Cyber Monday sale. 💰 For a limited time, you can save $100 on a new Coursera Plus annual subscription (original price: $399 | after discount: $299 for one year)! You’ll get unlimited access to 7,000+ learning programs from world-class universities and companies like @Google, @Yale, and @Microsoft—for one all-inclusive price.

What are you waiting for? Whether you’re starting your first job, switching to a new career, or advancing in your current role, you can join the 95% of learners on Coursera who have reported personal benefits, including boosted confidence, a sense of accomplishment, and more.*

Comment “PLUS” below, and we’ll DM you more details.

*Source: 2023 Coursera Learner Outcomes Report","['PLUS', 'PLUS', 'PLUS', 'PLUS', 'Empower your future with endless learning opportunities – a small investment today for a brighter, more skilled tomorrow.', 'PLUS', 'PLUS', 'PLUS', 'plus', 'plus', 'PLUS', 'Plus', 'PLUS', 'Plus', 'PLUS']","['6w', '7w', '7w', '7w', '6w', '6w', '7w', '7w', '7w', '7w', '6w', '7w', '7w', '6w', '7w']","['xxxxqelva', 'ruslan_barikulov', 'abay.assylkhan', 'mukhtar.tashimov', 'seyedshahabmehdinia', 'armin.sheikh', 'mkirez', 'milo.rave', '_makhanov', '_makhanov', 'alyabudiak', 'quatbek_myrza', 'jefreeb', 'pollitovalencia', 'hirojet8']","['1 like', '1 like', '1 like', '1 like', '0', '1 like', '2 likes', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '2 likes']",15,coursera,573000.0
512,"Nov 10, 2023","Wonder what #vr learning is really like? Step inside the Extended Reality Studio at @UMichiganAI with Coursera CEO.

Or immerse yourself in the experience by enrolling in an XR-enhanced course from @uofmichigan:
✨ Feedback Loops: How to Give & Receive High-Quality Feedback Specialization
✨ People, Technology and the Future of Mobility
✨ Advancing Health Equity: A Guide to Reducing Bias in Healthcare

Comment “MICH” below and we’ll send you a DM with more info.","['I love your platform 😍', 'Thank you @coursera for showing us what VR learning is all about! #GoBlue 💙💛', 'Beneficios para los que ya tenemos coursera plus', 'Intrigued and inspired by the innovative blend of VR and learning. A visionary step towards futuristic education!', 'I love Coursera', '🤘🔥🔥🔥', 'Dm me for Coursera free courses and assignment solutions', '👏👏👏😍', 'Partnerships with academic institutions like the University of Michigan are what make @coursera stand out! The quality compared to other online learning platforms is completely unmatched 👏', 'Grateful for our 11 year partnership with @coursera. We loved having Jeff visit our new studios and innovation facility at the Center for Academic Innovation at U-M!', 'I really like @coursera work !!!', 'Excellent! 👏 @coursera @michigan.online']","['8w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w']","['paul30012', 'michigan.online', 'kennycochi', 'seyedshahabmehdinia', 'nashafaei', 'lloydpilot', 'shamik_debnath_12', 'carol_sisson_', 'education.exploration', 'devaneygoblue', 'umer.023', 'lucaspinzonevecchio']","['0', '2 likes', '0', '1 like', '1 like', '1 like', '0', '1 like', '2 likes', '3 likes', '2 likes', '1 like']",12,coursera,573000.0
152,"Oct 27, 2023","Episode 2 of The Coursera Podcast is live!

Get the scoop on the science behind learning with Dr. Barbara Oakley, who shared the inspiration behind her course Learning How to Learn, taken by 3.6+ million students—one of the most popular ever on Coursera. We also explore:

✨ Debunking common misconceptions about learning
✨ Strategies to conquer procrastination and master new skills
✨ The future of education in the digital age
✨ How to cultivate a lifelong passion for learning

Tune in now at the link in bio!

What's your biggest learning challenge? How do you stay motivated? Comment below and let's learn together!","[""Dr. Oakley's insights elegantly traverse the labyrinthine intricacies of pedagogical science. As we stand at the cusp of a digital renaissance in education, such erudite dialogues curated by Coursera are pivotal in redefining our pedagogic paradigms. A commendable endeavor, indeed.""]",['11w'],['seyedshahabmehdinia'],['3 likes'],1,coursera,573000.0
428,"Dec 6, 2023","[NEW] This nationally ranked university (U.S. News & World Report) now offers a data science master’s program that requires no test scores, transcripts, or application!

With performance-based admission to the fully online Master of Data Science (MDS) program from @PittOfficial, you have to earn a 3.0 GPA or higher in one online three-credit course, and with the verification of a bachelor’s degree, you’ll be accepted!

Comment “PITT” below, and we’ll DM you more details.

#careeradvice #jobsearch #datanalytics #datascience #careerchange #indemandcareers #degrees #mastersdegrees","['PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'An innovative approach to education, democratizing access to advanced data science knowledge for aspiring learners.', 'PITT', 'PITT', 'PITT']","['5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w']","['aitabdelmalikmohamed', 'basseyavo', 'mrhananhaider', 'kay.v_297', 'sabahaat_hkhan', 'turingphilosophy', 'dark_desire03', 'adanielsalazar', 'alex_kahenya', 'gabysjebys', 'omarelsaraj', 'seyedshahabmehdinia', 'hachem.di', 'luisdfernandez777', 'a1c_wellness_journey']","['3 likes', '2 likes', '2 likes', '2 likes', '2 likes', '3 likes', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes', '4 likes', '2 likes', '1 like', '2 likes']",15,coursera,573000.0
"1,323","Nov 22, 2023","➡️LINK IN BIO TO SIGN UP for the Generative AI course by Andrew NG and Coursera Plus for 1$🔥🔥

✅The course covers

➡️how generative AI works
➡️its practical applications
➡️its impact on society and business.

✅It is designed for a non-technical audience and does not require prior coding skills or AI knowledge!!

You can get this course and 6100 other courses including popular Professional Certificates from Google and Meta for just 1 Dollar with Coursera’s new Monthly subscription offer!🔥🔥

Details:

➡️Dates: Nov 2 - Dec 2, 2023
➡️Limitations: Only available to new Coursera Plus subscribers (i.e. they must not have an active Coursera Plus subscription). Not redeemable in India.

Coursera, Data Analytics, AI, Generative AI, Free Courses, Data Science, Machine Learning, Onestopdata, Data Analysts, Andrew NG",[],[],[],[],0,coursera,573000.0
304,"Nov 12, 2023","Meet Alyssa #LearningFrom Boston, Massachusetts!

“I’m so happy I found Coursera and enrolled in the Google Digital Marketing & E-commerce Professional Certificate. I learned so much about the strategy that goes into marketing and remarketing to specific customers. I have previous experience working in marketing, and my degree is in Strategic Communications, so I wanted to expand on the skills and knowledge I’ve gained from this program to support a marketing team and bring success to their company. This course has taught me that it’s okay not to know everything about the field you're interested in; as long as you are willing to learn and expand your understanding, there's always room for growth.“

—

Want your learner story to be featured? Comment “MY STORY” below and we’ll DM you more info!","['Inspiring journey, Alyssa! Your dedication to continuous learning and growth in the dynamic field of digital marketing sets a wonderful example for aspiring professionals.', 'My Story!', 'MY STORY', 'MY STORY', 'my story', '❤️❤️🙌']","['8w', '9w', '9w', '9w', '9w', '9w']","['seyedshahabmehdinia', 'benhustles', 'iacristian', 'rogue_ninja_0_0_7', 'isthataysh', 'thrijungli']","['2 likes', '1 like', '1 like', '1 like', '1 like', '1 like']",6,coursera,573000.0
250,"Dec 29, 2023",Link to sign up for the offer is in my bio! #coursera #softwareengineer #datanalyst #cybersecurity #tech #techtok,"['Is it only for new subscribers?', '👏👏👏', 'Till when is it available? @coursera']","['2w', '2w', '2w']","['kennycochi', 'coursera', 'rochisshil_varma']","['1 like', '1 like', '1 like']",3,coursera,573000.0
"1,063","Nov 6, 2023","For a limited time, we’re offering the first month of Coursera Plus for just $1. Yes, you read that right. For $1, you can access 6,000+ courses, Professional Certificates, and Specializations from industry leaders and universities like @Google, @Microsoft, and @Yale.

Whether you’re starting your first job, switching to a new career, or advancing in your current role, Coursera Plus is your ultimate ally. What are you waiting for? Join the 95% of learners on Coursera who have reported personal benefits, including boosted confidence, a sense of accomplishment, and more.*

Comment “PLUS” below, and we’ll DM you more info.

*Source: 2023 Coursera Learner Outcomes Report","['PLUS', 'PLUS', 'Plus', 'PLUS', 'Plus', '🟥❤️🌍PLUS 🌍 ❤️🟥', 'Plus', 'PLUS', 'Plus.', 'PLUS', 'PLUS', 'PLUS', 'PLUS', 'Plus', 'PLUS']","['9w', '9w', '9w', '8w', '8w', '9w', '9w', '8w', '9w', '9w', '9w', '9w', '9w', '9w', '8w']","['thcr.i', 'ki0jj', 'iamrupeshmodi', 'prankurfalke', 'prankurfalke', 'mostafa1mohammadi', 'anamariac_11', 'ingridsalvadors', 'abhishekvthakkar1010', 'person_unnoticed_', 'nushara_ariyawansa', 'cendanadharmawan', 'anaamansari99', 'reim_x', 'mavingarda']","['1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like']",15,coursera,573000.0
351,"Jan 3, 2024","No application, no problem. Rob is earning his master’s in engineering management by taking advantage of @CUBoulder’s performance-based admission. And you could, too!

Comment “BOULDER” below, and we’ll DM you more details.","[""Coursera's innovative approach to performance-based admission opens new horizons in education, making advanced learning more accessible and tailored to individual capabilities and aspirations."", 'BOULDER #Skobuffs', 'BOULDER', 'BOULDER', 'BOULDER', 'Boulder', 'BOULDER', 'Boulder', 'BOULDER', 'BOULDER', 'Boulder', 'Boulder', 'Boulder', 'Boulder', 'Boulder']","['1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w']","['seyedshahabmehdinia', 'wilsonnikita13', 'freeonetenji', 'saikirannammi', 'bapid09', 'daehtop509', 'faisalmaalak', 'joejurczyk', 'amouzou20', 'this.is.haizam', 'nilesha07', 'jamesforeall', 'hazemismail714', 'hanna_tehreem', 'liahorsky_arq']","['3 likes', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '0']",15,coursera,573000.0
224,"Dec 13, 2023","With @imperialcollege near the top of the 2024 QS @topunis Rankings, it’s no surprise that GMPH graduates are raving about their experience. 🎓 Reading snippets of their success stories is like listening to mini-graduation speeches. Do they have you wondering if an online degree could suit you?

Comment “GMPH” below, and we’ll DM you more details.","['Is the app under maintenance???? @coursera', 'Empowering stories of academic excellence, inspiring the pursuit of knowledge in the digital age, showcasing the transformative power of education in shaping bright futures.']","['4w', '4w']","['tejaswi_selace', 'seyedshahabmehdinia']","['0', '1 like']",2,coursera,573000.0
119,"Nov 21, 2023","🎙️ In Episode 3 of #TheCourseraPodcast, we chat with Dr. @lauriesantosofficial, who shared the inspiration behind her course The Science of Well-Being, which has amassed more than 4.5 million enrollments on Coursera.

The tools to happiness are simple and free! Tune in now at the link in bio and always remember that you deserve joy.

🗣️ Join the Conversation: How do you practice mindfulness at work? At home? Comment below, and let’s inspire each other to work toward greater contentment.

#TheCourseraPodcast #Education #HigherEd #Happiness #OnlineLearning","['Integrating mindfulness into daily routines transforms ordinary moments into opportunities for peace and contentment, enriching both personal and professional lives.', 'This podcast episode definitely gave us a happiness boost! 🚀🌞']","['7w', '7w']","['seyedshahabmehdinia', 'yaleonline']","['1 like', '2 likes']",2,coursera,573000.0
168,"Dec 5, 2023","The generative AI market is poised to explode, growing to $1.3 trillion over the next 10 years from a market size of just $40 billion in 2022.* Enhance your AI skills today with a quick intro course or explore an advanced degree in a related field.

Comment “AI” below, and we’ll DM you more details.

*Source: Bloomberg Intelligence

#genai #ai #artificialintelligence #indemandcareers #careerchange #degree","['""AI""', ""I'm interested to learn"", '""AI""']","['2w', '4w', '4w']","['m.hasan.abdelahy', 'ayaz.malik.790', 'ayaz.malik.790']","['0', '0', '0']",3,coursera,573000.0
150,"Nov 30, 2023","New feature alert! 🚨 You can now easily stay updated on our latest and greatest content by choosing ""Sort by Newest"" when using the search function on Coursera. This new feature was possible thanks to feedback from YOU, our lovely learner community!","[""Innovative and user-centric, Coursera's commitment to continuous improvement through community feedback is truly commendable!"", 'Awesome feature, love it! 👏']","['6w', '6w']","['seyedshahabmehdinia', 'education.exploration']","['1 like', '3 likes']",2,coursera,573000.0
290,"Dec 21, 2023","Should you get a certificate or degree? It's all about you and your career goals.

Comment “DEGREE” below, and we’ll DM you more details.

#careergoals #onlinelearning #coursera #degree #certificate","['Empowering choices for lifelong learners, aligning educational pathways with personal aspirations and career ambitions.', ""I'm trying to contact you. But guys aren't replying. I've already enrolled. Atleast give me some tips or any representatives to talk to."", 'Coursera has some free access through CA public libraries tooo', 'DEGREE', 'DEGREE', 'DEGREE', 'DEGREE', 'Degree', 'DEGREE', 'DEGREE', 'DEGREE', 'Degree', 'Degree', 'Degree', 'Degree']","['2w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '2w', '3w', '2w', '3w']","['seyedshahabmehdinia', 'prabhakarmanhas', 'hrsuitespot', 'adinaballa_', 'ojikutu_blockindustry', 'ceejaybrand', 'kcchang2023', 'lauraa_abrego', 'radio_n_casa', 'two.ems', 'mehdi_ayob', 'aleena.sana', 'priyanshu_kushwaha_2601', 'pitangambarreto', 'prudhviii__']","['0', '0', '0', '1 like', '1 like', '1 like', '0', '1 like', '1 like', '1 like', '1 like', '0', '0', '0', '1 like']",15,coursera,573000.0
202,"Nov 1, 2023","Ready to make your career move? We can help.

Comment “CHANGE” below and we’ll send you a DM with more info.","['CHANGE', 'Embracing evolution in professional development.', 'CHANGE', 'The possibilities are ENDLESS with online learning! Switching jobs, and even industries, could be as easy as completing an online 2-day certification! (which was my experience 😊)', 'Change', 'Change', 'Change', 'CHANGE', 'CHANGE', 'Change', 'Change', 'Change', 'CHANGE', 'CHANGE', 'CHANGE']","['10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '8w', '10w', '10w', '10w']","['brunnaxmaria', 'seyedshahabmehdinia', 'johannesjbotha', 'education.exploration', '____choc_click', 'thenameisfaiz_', 'kayleasmom', 'uxui_bex', 'vivekbharati_', 'abdoo_asl', 'peaaceeu', 'amaranta.rodriguez.9', 'cam.saldariaga', 'yan.chechin', 'learnziel']","['1 like', '2 likes', '1 like', '0', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '0', '1 like', '1 like', '1 like']",15,coursera,573000.0
445,"Jan 7, 2024","Meet Rita who’s #LearningFrom Lebanon!

“I’m an ambitious learner deeply passionate about science and medicine. Two months ago, I embarked on my Coursera journey, seeking a program compatible with my schedule. Coursera proved to be an ideal match. Enrolling in Life 101: Mental and Physical Self-Care from UC Irvine was transformative. My acquired skills have significantly enhanced my grasp of self-care practices, mental and physical well-being, financial management, and beyond.

I wholeheartedly recommend Coursera to all learners; it's an invaluable source of enriching and practical knowledge. Thank you, Coursera, for this incredible opportunity!”

—

Want your learner story to be featured? Comment “MY STORY” below and we’ll DM you more info!","['Studying BI by google from lebanon😍🤍', 'MY STORY', '❤️❤️❤️❤️❤️❤️❤️', 'Thanks❤️❤️❤️', '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'MY STORY', '@rittasalame good luck rittaa😍😍😍😍❤️❤️']","['1w', '4d', '5d', '1w', '6d', '1w', '4d']","['farahmhalawani', '_f.u.t.u.r.e', 'rittasalame', 'rittasalame', 'rittasalame', 'oswythd', 'd20ana20']","['3 likes', '1 like', '1 like', '3 likes', '1 like', '1 like', '1 like']",7,coursera,573000.0
156,"Jan 12, 2024","Did you know there are many ways to connect with your online peers on Coursera? Here’s how to network and build connections with learners like you!

Comment “COMMUNITY” below, and we’ll DM you more details.","['great info, please check dm for additional request', 'COMMUNITYYY', 'COMMUNITY', 'COMMUNITY', 'COMMUNITY']","['2d', '3d', '3d', '2d', '1d']","['latanya_nicole', 'felixchanwc', 'imrocky2040', 'latanya_nicole', 'iremide_abigael_']","['0', '0', '0', '0', '0']",5,coursera,573000.0
237,"Dec 2, 2023","Career idea: IT Scrum Master 💡

Comment ""SCRUM” below, and we’ll DM you more info.

#careerpath #careerchange #jobideas #techtok #projectmanager","['Scrum', 'SCRUM', 'Scrum', 'Scrum', 'Scrum', 'Scrum', 'Scrum', 'Scrum', 'Scrum', 'SCRUM', 'Scrum', 'scrum', 'Envisioning a future in tech leadership – the role of an IT Scrum Master, a key player in driving agile success and innovation.', 'Scrum', 'Scrum']","['6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '5w']","['aria9l', '________kaduli________', 'david.mukendi97', 'is.barnawi', 'real.alexi', 'joyceasoto', 'trash_man_87', 'valarie_matcha_queen', 'kirezia2006', 'a1c_wellness_journey', 'vishnu.krishnan.nair.vk', 'm_henecka', 'seyedshahabmehdinia', 'mca2182', 'asadiqbal9935']","['2 likes', '2 likes', '2 likes', '2 likes', '1 like', '1 like', '2 likes', '2 likes', '2 likes', '0', '2 likes', '2 likes', '2 likes', '1 like', '0']",15,coursera,573000.0
160,"Nov 19, 2023","Kristen went from one course to a master’s in management—and from entrepreneur to HR pro. See how you could explore career pathways like this @giesbusiness alum, whether you’re interested in marketing, leadership, process management, global business, or finance.

—

Want your learner story to be featured? Comment “MY STORY” below and we’ll DM you more info!","[""Kristen's journey is truly inspiring – a testament to how dedicated learning can beautifully transform careers across diverse fields!"", 'MY STORY', 'MY STORY']","['8w', '8w', '8w']","['seyedshahabmehdinia', 'aryanbhandari2431', 'aryanbhandari2431']","['1 like', '1 like', '1 like']",3,coursera,573000.0
273,"Dec 23, 2023","Did you know that one in four people want to change jobs in 2024? Get a head start on your new year’s career goals with a Professional Certificate—they're designed to give you the specific technical skills you need for an entry-level role in a new career field.

Comment “ENTRY” below, and we’ll DM you more details.

#careerchange #careergoals #newcareer #entryleveljobs #indemandcareers #professionalcertificates","[""Coursera's Professional Certificates pave the way for transformative career journeys, turning aspirations into achievable realities for the new year and beyond."", 'Entry', 'ENTRY', 'Entry', 'ENTRY', 'ENTRY', 'Dm me for Coursera courses and assignment solutions', 'Entry', 'Entry', 'ENTRY', 'ENTRY']","['3w', '5d', '3w', '2w', '3w', '3w', '3w', '2w', '1w', '3w', '2w']","['seyedshahabmehdinia', 'garces.stef', 'kcchang2023', 'saritalarubia_', 'calvin.nixon22', 'felipeoliveira_fos', 'shamik_debnath_12', 'emmaunuode', 'sprince_lion', 'nitish_pandey_21', 'hauyn.e']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1 like', '0']",11,coursera,573000.0
